education,hours-per-week,sex,age,race,workclass,Major_Group
HS-grad,50,Male,23,White,Private,Other
Masters,45,Female,27,White,Private,Health
Assoc-voc,40,Female,39,White,Private,Industrial Arts & Consumer Services
Bachelors,38,Female,25,Black,Private,Business
Some-college,20,Female,24,Black,Private,Business
HS-grad,40,Male,23,White,Private,Other
Bachelors,35,Female,29,White,Private,Health
Bachelors,38,Female,30,White,Private,Health
HS-grad,45,Male,34,White,Private,Other
Less than HS,40,Female,32,White,Private,Other
Less than HS,23,Male,18,Black,Private,Other
Assoc-voc,35,Female,20,Black,Private,Industrial Arts & Consumer Services
Bachelors,45,Male,38,White,State-gov,Health
Less than HS,20,Female,18,White,Private,Other
Less than HS,40,Male,41,White,Private,Other
Assoc-voc,50,Female,21,White,Private,Industrial Arts & Consumer Services
HS-grad,48,Male,36,White,State-gov,Other
Some-college,30,Female,61,White,Private,Other
Some-college,48,Male,30,White,Private,Other
Some-college,40,Male,26,White,Private,Business
Bachelors,40,Female,27,White,Private,Engineering
HS-grad,45,Male,45,White,Private,Other
HS-grad,38,Female,47,White,Private,Other
Some-college,10,Female,19,White,Private,Business
HS-grad,55,Female,29,White,Private,Other
HS-grad,70,Male,51,White,Self-emp-inc,Other
Assoc-acdm,60,Male,34,White,Local-gov,Industrial Arts & Consumer Services
HS-grad,45,Male,42,White,Self-emp-not-inc,Other
Less than HS,40,Male,26,Black,Private,Other
Some-college,15,Male,20,White,State-gov,Other
Assoc-acdm,50,Male,43,White,Private,Industrial Arts & Consumer Services
Some-college,20,Female,20,White,Private,Other
HS-grad,50,Male,27,White,Private,Other
Some-college,40,Male,46,White,Federal-gov,Engineering
HS-grad,40,Male,39,White,Private,Other
Some-college,49,Male,33,White,Private,Business
Assoc-voc,32,Male,42,White,Private,Industrial Arts & Consumer Services
HS-grad,25,Male,23,White,Private,Other
Bachelors,42,Female,29,White,Private,Business
HS-grad,60,Male,27,White,Private,Other
HS-grad,35,Male,43,White,Self-emp-not-inc,Other
Some-college,40,Male,23,White,Private,Other
Masters,44,Female,40,White,Local-gov,Health
Some-college,61,Male,35,White,Local-gov,Business
HS-grad,40,Male,30,White,Private,Other
Less than HS,40,Male,59,Amer-Indian-Eskimo,Private,Other
Some-college,40,Male,65,White,Self-emp-not-inc,Business
Masters,60,Male,28,White,Private,Health
Bachelors,40,Male,79,White,Private,Business
Masters,35,Female,43,Black,Local-gov,Health
Less than HS,40,Male,54,White,Private,Other
HS-grad,62,Male,27,White,Private,Other
Bachelors,35,Male,30,White,Private,Health
HS-grad,65,Female,34,White,Private,Other
Less than HS,3,Male,18,White,Private,Other
Assoc-voc,15,Female,40,White,Self-emp-not-inc,Industrial Arts & Consumer Services
Less than HS,40,Male,28,White,Private,Other
HS-grad,40,Female,18,White,Private,Other
Some-college,40,Male,46,White,Private,Engineering
HS-grad,35,Female,23,White,Private,Other
Masters,40,Male,41,White,Federal-gov,Other
Some-college,50,Male,48,White,Private,Business
Bachelors,50,Male,29,White,Private,Health
Less than HS,40,Female,41,White,Private,Other
Less than HS,40,Male,41,White,Private,Other
Assoc-acdm,55,Male,34,White,Private,Industrial Arts & Consumer Services
Assoc-acdm,50,Male,49,White,Self-emp-not-inc,Industrial Arts & Consumer Services
HS-grad,50,Male,49,White,Private,Other
HS-grad,40,Male,30,White,Private,Other
Bachelors,40,Male,28,White,Private,Business
Bachelors,40,Male,62,White,State-gov,Business
Some-college,52,Male,41,White,Private,Health
Some-college,40,Male,20,White,Private,Engineering
Less than HS,40,Male,61,Asian-Pac-Islander,Private,Other
Bachelors,60,Male,30,White,Private,Engineering
Prof-school,55,Female,29,White,Federal-gov,Law & Public Policy
Masters,45,Female,50,White,Private,Other
HS-grad,40,Male,44,White,Federal-gov,Other
Bachelors,45,Male,25,White,Private,Health
Assoc-voc,40,Female,62,White,Private,Industrial Arts & Consumer Services
Some-college,40,Female,57,White,Private,Other
Bachelors,45,Male,35,White,Private,Business
Bachelors,40,Female,26,White,Private,Business
Less than HS,40,Female,60,White,Private,Other
Some-college,40,Male,22,White,Private,Engineering
HS-grad,40,Male,26,White,Private,Other
Some-college,20,Male,26,White,Private,Business
Bachelors,40,Male,44,White,Private,Business
Bachelors,40,Male,32,White,Private,Business
Bachelors,50,Male,66,White,Self-emp-not-inc,Business
Less than HS,30,Female,24,White,Private,Other
Some-college,25,Male,19,White,Private,Other
Bachelors,50,Male,54,White,Self-emp-inc,Business
HS-grad,40,Male,37,White,Private,Other
Bachelors,50,Male,38,White,Private,Business
Some-college,25,Male,34,White,Private,Business
HS-grad,15,Male,35,Amer-Indian-Eskimo,Self-emp-not-inc,Other
Masters,40,Male,42,White,Federal-gov,Health
Bachelors,40,Female,47,White,Federal-gov,Business
Bachelors,80,Female,29,White,Self-emp-inc,Health
HS-grad,40,Male,34,White,Private,Other
Bachelors,70,Male,38,White,Self-emp-inc,Health
HS-grad,40,Male,62,Black,Self-emp-inc,Other
HS-grad,40,Male,35,White,Private,Other
HS-grad,40,Female,37,White,Private,Other
HS-grad,40,Male,47,White,Private,Other
Some-college,40,Male,37,White,Private,Engineering
Assoc-voc,30,Female,22,White,Private,Industrial Arts & Consumer Services
Less than HS,40,Male,60,White,Self-emp-inc,Other
Some-college,40,Male,31,White,Private,Engineering
HS-grad,40,Male,63,White,Private,Other
Less than HS,40,Male,30,White,Private,Other
Prof-school,40,Male,40,White,Self-emp-inc,Law & Public Policy
Some-college,60,Male,35,White,Self-emp-not-inc,Other
Some-college,40,Male,50,White,Local-gov,Engineering
Some-college,10,Female,18,White,Private,Business
Assoc-voc,40,Male,33,White,Private,Industrial Arts & Consumer Services
Less than HS,70,Male,59,White,Self-emp-not-inc,Other
Less than HS,20,Male,17,White,Private,Other
HS-grad,40,Male,47,Amer-Indian-Eskimo,Private,Other
Bachelors,40,Male,26,White,Private,Health
Some-college,40,Female,32,White,Local-gov,Business
HS-grad,40,Male,55,White,Private,Other
Some-college,40,Female,36,Black,State-gov,Engineering
HS-grad,40,Male,54,White,Private,Other
Masters,45,Female,32,White,Private,Other
Doctorate,40,Male,52,White,Local-gov,Other
HS-grad,28,Female,39,Black,Private,Other
HS-grad,45,Female,39,White,Federal-gov,Other
HS-grad,50,Male,59,White,Self-emp-not-inc,Other
Bachelors,40,Male,55,White,Federal-gov,Health
HS-grad,60,Male,54,White,Self-emp-not-inc,Other
HS-grad,40,Male,31,White,Private,Other
HS-grad,40,Female,30,Amer-Indian-Eskimo,Private,Other
Bachelors,40,Female,47,White,Federal-gov,Business
Assoc-acdm,40,Male,31,White,Private,Industrial Arts & Consumer Services
Bachelors,47,Male,32,Asian-Pac-Islander,Self-emp-not-inc,Engineering
Assoc-voc,40,Female,33,Black,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,31,White,Private,Other
HS-grad,40,Male,32,White,Private,Other
HS-grad,35,Male,46,White,Private,Other
HS-grad,20,Female,29,White,Private,Other
HS-grad,40,Male,41,Black,State-gov,Other
HS-grad,60,Male,39,White,Private,Other
HS-grad,20,Female,34,White,Private,Other
Bachelors,24,Male,23,Black,Private,Business
Masters,65,Male,53,White,Self-emp-inc,Other
HS-grad,40,Male,45,Asian-Pac-Islander,Self-emp-not-inc,Other
HS-grad,40,Female,47,White,Private,Other
Masters,35,Female,42,Black,Private,Other
Some-college,40,Male,53,White,Private,Other
HS-grad,55,Male,38,White,Self-emp-inc,Other
HS-grad,70,Male,26,White,Private,Other
Less than HS,20,Male,18,White,Private,Other
Less than HS,40,Female,43,Black,Private,Other
Bachelors,32,Female,26,Black,Private,Business
Bachelors,40,Female,47,White,Private,Business
Assoc-voc,65,Male,26,White,Private,Industrial Arts & Consumer Services
Some-college,38,Female,32,White,State-gov,Business
Doctorate,55,Male,48,White,Self-emp-inc,Other
Masters,60,Female,39,Black,Private,Other
Bachelors,40,Male,58,White,Self-emp-inc,Health
Less than HS,60,Female,55,White,Self-emp-not-inc,Other
HS-grad,55,Male,40,White,Private,Other
HS-grad,40,Male,33,White,Private,Other
Doctorate,25,Male,74,White,Self-emp-not-inc,Other
HS-grad,55,Male,49,White,Self-emp-not-inc,Other
Less than HS,65,Female,56,White,Self-emp-not-inc,Other
Bachelors,40,Female,29,White,Private,Health
Assoc-acdm,48,Male,25,Black,Private,Industrial Arts & Consumer Services
Less than HS,40,Male,57,Black,Private,Other
HS-grad,40,Male,29,White,Private,Other
HS-grad,40,Male,28,White,Private,Other
HS-grad,40,Male,59,White,Private,Other
Bachelors,60,Male,30,White,Private,Business
Some-college,20,Female,19,White,Private,Other
Some-college,45,Female,40,Black,Private,Business
Some-college,40,Female,28,Black,Private,Business
Some-college,10,Female,20,White,Private,Engineering
Bachelors,35,Female,58,White,Private,Health
Some-college,30,Male,19,Black,Private,Business
Bachelors,30,Female,24,White,Federal-gov,Health
HS-grad,45,Male,31,White,Private,Other
HS-grad,35,Male,28,White,Self-emp-not-inc,Other
HS-grad,45,Male,41,White,Private,Other
Some-college,35,Female,23,White,Federal-gov,Business
HS-grad,43,Male,46,White,Private,Other
Less than HS,40,Male,33,Black,Private,Other
Some-college,50,Male,34,White,Private,Other
Bachelors,50,Male,47,White,Local-gov,Health
HS-grad,26,Male,81,White,Private,Other
HS-grad,40,Male,45,Other,Private,Other
HS-grad,40,Male,35,Asian-Pac-Islander,Private,Other
Bachelors,50,Female,59,White,Self-emp-not-inc,Health
Bachelors,48,Male,46,White,Local-gov,Business
HS-grad,35,Male,39,White,Private,Other
Some-college,40,Male,23,Black,Private,Other
Assoc-acdm,40,Female,25,White,Private,Industrial Arts & Consumer Services
Less than HS,40,Male,37,White,Private,Other
Some-college,50,Male,49,White,Self-emp-inc,Business
HS-grad,48,Male,25,White,Private,Other
Bachelors,60,Male,32,White,Private,Business
Some-college,40,Male,34,White,Local-gov,Engineering
Bachelors,40,Male,40,White,Private,Business
HS-grad,40,Female,33,White,Private,Other
Bachelors,43,Male,31,White,Private,Engineering
Some-college,25,Male,61,White,Private,Other
HS-grad,40,Male,22,White,Private,Other
Assoc-voc,40,Male,29,Asian-Pac-Islander,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,37,Black,Private,Other
Less than HS,40,Female,35,White,Private,Other
Masters,60,Male,52,White,Self-emp-inc,Other
Less than HS,20,Male,18,White,Private,Other
Less than HS,48,Male,37,White,Private,Other
Prof-school,40,Male,46,Black,Private,Law & Public Policy
Bachelors,40,Male,47,White,Federal-gov,Business
Bachelors,60,Male,55,White,Private,Health
Some-college,50,Female,25,White,Self-emp-inc,Business
HS-grad,40,Female,50,Black,State-gov,Other
Less than HS,20,Male,18,Black,Private,Other
Less than HS,40,Male,25,White,Private,Other
Bachelors,40,Female,23,White,Private,Health
HS-grad,65,Male,47,White,Self-emp-not-inc,Other
HS-grad,40,Male,37,White,Private,Other
Some-college,25,Female,37,White,Private,Business
Less than HS,25,Female,19,White,Private,Other
Less than HS,40,Male,52,White,Local-gov,Other
Assoc-voc,45,Female,25,White,Self-emp-not-inc,Industrial Arts & Consumer Services
HS-grad,40,Female,21,White,Private,Other
Assoc-voc,60,Male,41,White,Self-emp-not-inc,Industrial Arts & Consumer Services
HS-grad,40,Male,55,White,Private,Other
Some-college,40,Male,24,White,Private,Engineering
Bachelors,38,Male,41,White,Federal-gov,Health
Some-college,35,Female,23,White,Private,Business
HS-grad,40,Female,33,White,Private,Other
Bachelors,45,Female,29,White,Private,Business
Some-college,40,Female,50,Amer-Indian-Eskimo,State-gov,Business
Assoc-voc,40,Male,48,White,Private,Industrial Arts & Consumer Services
Some-college,10,Female,19,White,Federal-gov,Business
Some-college,40,Male,40,White,Private,Engineering
HS-grad,70,Female,30,White,Private,Other
Less than HS,20,Male,65,White,Private,Other
Bachelors,48,Male,44,Black,Federal-gov,Business
Bachelors,45,Male,32,White,Private,Business
Some-college,65,Male,41,White,Private,Business
Less than HS,55,Male,28,White,Private,Other
Assoc-voc,48,Male,44,White,Federal-gov,Industrial Arts & Consumer Services
Assoc-acdm,55,Female,39,White,Local-gov,Industrial Arts & Consumer Services
HS-grad,40,Female,59,White,Private,Other
Masters,60,Male,31,White,Private,Other
HS-grad,40,Male,34,White,Private,Other
HS-grad,40,Male,20,White,Private,Other
Bachelors,40,Male,33,White,Private,Health
Doctorate,65,Male,52,White,Private,Other
Assoc-acdm,44,Female,31,White,Private,Industrial Arts & Consumer Services
HS-grad,43,Male,39,White,Private,Other
HS-grad,45,Male,35,White,Private,Other
HS-grad,40,Male,37,White,Self-emp-not-inc,Other
Prof-school,32,Male,44,White,Self-emp-not-inc,Law & Public Policy
Assoc-acdm,65,Male,28,White,Private,Industrial Arts & Consumer Services
Less than HS,15,Female,17,White,Private,Other
Bachelors,60,Female,23,White,Private,Business
HS-grad,80,Male,35,White,Private,Other
Some-college,20,Male,19,White,Private,Business
HS-grad,40,Male,30,White,Private,Other
Bachelors,40,Female,27,White,Private,Business
Assoc-voc,65,Male,27,White,Private,Industrial Arts & Consumer Services
HS-grad,45,Male,37,White,Private,Other
Assoc-voc,50,Male,44,White,Private,Industrial Arts & Consumer Services
Bachelors,55,Male,34,White,Private,Business
HS-grad,40,Female,43,White,Private,Other
HS-grad,40,Male,41,White,Private,Other
HS-grad,50,Male,34,White,Self-emp-not-inc,Other
Some-college,45,Male,23,White,Private,Business
HS-grad,20,Female,51,White,Private,Other
Assoc-acdm,40,Male,24,White,Private,Industrial Arts & Consumer Services
HS-grad,24,Female,38,White,Self-emp-not-inc,Other
HS-grad,40,Male,24,Black,Private,Other
Doctorate,40,Male,53,White,Self-emp-inc,Other
Some-college,56,Male,33,White,Private,Business
HS-grad,40,Male,24,White,Private,Other
Masters,40,Male,45,Black,Private,Other
Less than HS,50,Male,31,White,Private,Other
Some-college,47,Female,38,Black,Local-gov,Other
Bachelors,50,Female,28,White,Private,Business
Assoc-voc,50,Male,38,White,Private,Industrial Arts & Consumer Services
Bachelors,50,Male,25,White,Private,Business
Some-college,40,Male,29,White,Private,Other
HS-grad,50,Female,29,White,Private,Other
HS-grad,50,Male,48,White,Private,Other
Assoc-voc,40,Female,24,Asian-Pac-Islander,Private,Industrial Arts & Consumer Services
HS-grad,30,Female,31,White,Private,Other
Some-college,45,Male,36,White,Private,Business
Bachelors,50,Male,62,White,Private,Health
Bachelors,40,Female,25,White,Private,Business
HS-grad,40,Female,55,White,Private,Other
Some-college,40,Female,21,White,Private,Business
Less than HS,45,Male,60,White,Private,Other
Assoc-acdm,40,Male,41,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,43,White,State-gov,Other
HS-grad,40,Male,30,White,Private,Other
Some-college,40,Male,47,White,Private,Health
HS-grad,40,Male,50,White,Private,Other
HS-grad,55,Male,41,White,Self-emp-inc,Other
HS-grad,40,Male,23,White,Private,Other
Assoc-acdm,40,Male,30,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Female,35,White,Private,Other
Some-college,35,Female,25,White,Private,Health
Prof-school,20,Male,61,White,Private,Law & Public Policy
HS-grad,40,Female,35,White,State-gov,Other
HS-grad,40,Female,35,White,Federal-gov,Other
HS-grad,40,Male,38,White,Private,Other
Assoc-voc,40,Male,27,White,Self-emp-not-inc,Industrial Arts & Consumer Services
Less than HS,35,Female,51,White,Private,Other
Assoc-acdm,40,Female,55,White,Self-emp-not-inc,Industrial Arts & Consumer Services
Bachelors,55,Male,45,White,Private,Business
Assoc-voc,40,Female,33,Black,Private,Industrial Arts & Consumer Services
Some-college,40,Male,25,Black,State-gov,Engineering
Doctorate,38,Male,52,White,Private,Other
Some-college,17,Female,46,White,Private,Other
Some-college,20,Female,34,White,Private,Business
Bachelors,40,Male,52,White,State-gov,Health
Some-college,40,Female,47,White,Private,Other
Bachelors,40,Female,46,Black,Private,Health
Some-college,60,Male,36,White,Self-emp-inc,Business
Some-college,40,Female,34,White,Private,Business
HS-grad,65,Male,36,White,Private,Other
HS-grad,40,Male,31,White,Private,Other
HS-grad,40,Female,31,White,Self-emp-not-inc,Other
Bachelors,40,Male,38,White,Local-gov,Engineering
Some-college,35,Female,57,White,Local-gov,Business
Assoc-acdm,20,Male,24,White,Private,Industrial Arts & Consumer Services
HS-grad,45,Male,37,White,Private,Other
Some-college,72,Male,69,White,Self-emp-not-inc,Engineering
Masters,40,Male,39,White,Private,Health
Assoc-voc,40,Male,38,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,34,Black,State-gov,Other
HS-grad,40,Female,21,White,Private,Other
Some-college,20,Female,21,White,Private,Other
HS-grad,40,Male,61,White,Private,Other
HS-grad,45,Male,35,White,Private,Other
Some-college,55,Male,29,Black,Private,Business
HS-grad,45,Male,41,White,Local-gov,Other
Masters,40,Female,52,White,Private,Health
Less than HS,17,Female,38,White,Private,Other
HS-grad,50,Male,51,White,Self-emp-not-inc,Other
HS-grad,40,Male,55,Asian-Pac-Islander,Private,Other
Some-college,40,Female,20,White,Private,Other
Some-college,40,Male,23,White,Private,Business
Assoc-acdm,40,Male,24,White,Private,Industrial Arts & Consumer Services
Bachelors,40,Male,48,White,Private,Business
HS-grad,40,Female,22,White,Private,Other
Some-college,15,Female,22,White,State-gov,Other
Some-college,40,Female,28,Black,Private,Business
Masters,45,Male,28,White,Private,Other
